"","Sample_1_1","Sample_1_2","Sample_1_3","Sample_1_4","Sample_2_1","Sample_2_2","Sample_2_3","Sample_2_4"
"ENSG00000164616",0,0,0,0,0,0,0,0
"ENSG00000293402",0,0,0,0,0,0,0,0
"ENSG00000283602",0,0,0,0,0,0,0,0
"ENSG00000248449",0,0,0,0,0,0,0,0
"ENSG00000205464",0,0,0,0,0,0,0,0
"ENSG00000226306",0,0,0,0,0,0,0,0
"ENSG00000120708",1291,1559,1679,1334,2,0,2,0
"ENSG00000270123",0,0,0,0,0,0,0,0
"ENSG00000277859",0,0,0,0,0,0,0,0
"ENSG00000113658",358,560,473,403,295,275,289,229
"ENSG00000275646",0,0,0,0,0,0,0,0
"ENSG00000277524",0,0,0,0,0,0,0,0
"ENSG00000274934",0,0,0,0,0,0,0,0
"ENSG00000271824",15,20,17,10,21,25,20,19
"ENSG00000241243",0,0,0,0,0,0,0,0
"ENSG00000207452",0,0,0,0,0,0,0,0
"ENSG00000134480",151,210,179,149,133,134,168,126
"ENSG00000200462",0,0,0,0,0,0,0,0
"ENSG00000151883",216,366,282,294,292,250,266,188
"ENSG00000230178",0,0,0,0,0,0,0,0
"ENSG00000290893",0,0,1,0,2,3,3,2
"ENSG00000120322",8,11,5,3,6,2,3,11
"ENSG00000290894",0,2,1,3,2,0,5,1
"ENSG00000290895",3,4,4,0,1,3,5,3
"ENSG00000284234",0,0,0,0,0,0,0,0
"ENSG00000284439",0,0,0,0,0,0,0,0
"ENSG00000284465",0,0,0,0,0,0,0,0
"ENSG00000283967",0,0,0,0,0,0,0,0
"ENSG00000283776",0,0,3,2,0,0,0,0
"ENSG00000284283",0,0,0,0,0,0,0,0
"ENSG00000284042",0,0,0,0,0,0,0,0
"ENSG00000284356",0,0,0,0,0,0,0,0
"ENSG00000283988",0,0,0,0,0,0,0,0
"ENSG00000284373",0,0,0,0,0,0,0,0
"ENSG00000250782",0,0,0,0,0,0,0,0
"ENSG00000251545",0,0,0,0,0,0,0,1
"ENSG00000293215",0,0,0,0,0,0,0,0
"ENSG00000251014",0,0,0,0,0,0,0,0
"ENSG00000134982",1927,2737,2024,2102,3927,3251,3487,2428
"ENSG00000142319",0,0,0,2,0,3,0,0
"ENSG00000113441",353,536,418,344,437,317,347,254
"ENSG00000213701",0,0,0,0,0,0,0,0
"ENSG00000145721",35,58,66,79,1,6,2,5
"ENSG00000206698",0,0,0,0,3,0,0,0
"ENSG00000164509",47,64,20,24,0,8,3,3
"ENSG00000293571",0,0,0,0,0,0,0,0
"ENSG00000112984",28,60,43,58,1,1,0,0
"ENSG00000146013",8,12,12,4,13,14,14,17
"ENSG00000170074",0,1,0,0,0,1,2,0
"ENSG00000204677",1,0,1,0,0,0,1,1
"ENSG00000249021",0,0,0,0,0,0,0,0
"ENSG00000251118",0,0,0,0,0,0,0,0
"ENSG00000222598",0,0,0,0,0,0,0,0
"ENSG00000129596",728,963,836,875,417,352,435,252
"ENSG00000145782",565,864,708,716,676,587,694,522
"ENSG00000177879",381,503,394,491,468,413,557,399
"ENSG00000248295",0,0,0,2,0,4,0,1
"ENSG00000164244",492,656,615,579,332,335,349,242
"ENSG00000250806",0,0,0,0,0,0,0,0
"ENSG00000253698",0,0,0,0,0,0,0,0
"ENSG00000248514",0,1,0,1,0,2,2,0
"ENSG00000247049",0,0,0,0,0,0,0,0
"ENSG00000251035",0,0,0,0,0,0,0,0
"ENSG00000283740",3,2,7,5,0,0,0,1
"ENSG00000249156",0,1,8,1,0,0,1,0
"ENSG00000289731",0,3,0,0,0,0,0,0
"ENSG00000250909",0,1,4,3,1,5,0,9
"ENSG00000251414",4,10,11,3,13,15,5,6
"ENSG00000176087",5,8,3,4,6,9,7,6
"ENSG00000279726",4,7,3,7,7,4,7,3
"ENSG00000278907",0,0,0,0,0,0,0,0
"ENSG00000278946",0,0,0,0,0,0,0,0
"ENSG00000278915",0,0,0,0,0,0,0,0
"ENSG00000278901",0,0,0,0,0,0,0,0
"ENSG00000293600",0,0,0,0,0,0,0,0
"ENSG00000170549",11,27,14,14,109,82,77,93
"ENSG00000259603",0,0,0,0,0,0,0,0
"ENSG00000244326",0,0,0,0,0,0,0,0
"ENSG00000251389",0,0,0,0,0,0,1,0
"ENSG00000249977",0,0,0,0,0,0,0,0
"ENSG00000248931",0,0,0,0,0,0,0,0
"ENSG00000251193",0,0,0,0,0,0,0,0
"ENSG00000286953",0,0,0,0,0,0,0,0
"ENSG00000249101",0,0,0,0,0,0,0,0
"ENSG00000123219",22,44,24,20,7,7,5,6
"ENSG00000113593",127,190,152,129,124,138,144,87
"ENSG00000113595",224,286,208,250,337,242,280,160
"ENSG00000207352",0,0,0,0,0,0,0,0
"ENSG00000113597",149,222,179,206,208,142,168,149
"ENSG00000253251",28,44,34,36,38,36,39,34
"ENSG00000197860",367,556,369,401,453,366,430,324
"ENSG00000251648",0,0,0,1,0,1,2,0
"ENSG00000289306",0,6,6,4,4,14,9,3
"ENSG00000226040",1,1,0,0,3,1,0,1
"ENSG00000081791",545,699,534,531,713,595,592,470
"ENSG00000113555",32,46,26,27,51,40,44,30
"ENSG00000271871",2,5,0,0,2,0,4,0
"ENSG00000013561",520,690,468,553,523,417,491,346
"ENSG00000254099",0,0,0,0,1,0,0,0
"ENSG00000113552",371,484,378,336,258,180,218,195
"ENSG00000250347",0,0,0,1,0,0,1,0
"ENSG00000131507",3090,4049,3084,3208,3182,2762,3241,2348
"ENSG00000280047",46,39,33,33,33,47,54,50
"ENSG00000187678",436,714,433,396,713,555,553,501
"ENSG00000277968",1,8,3,4,2,4,1,2
"ENSG00000274721",3,1,0,1,3,2,2,0
"ENSG00000225147",0,0,0,0,0,0,0,0
"ENSG00000113578",614,822,1081,1024,16,9,8,11
"ENSG00000285366",0,0,0,0,0,0,0,0
"ENSG00000240083",0,0,0,0,0,0,0,0
"ENSG00000206958",0,0,0,0,0,0,0,0
"ENSG00000250306",0,0,0,0,0,0,0,0
"ENSG00000250705",0,0,0,0,0,0,0,0
"ENSG00000250555",0,0,0,0,0,0,0,0
"ENSG00000260763",1,2,0,0,0,0,0,0
"ENSG00000212258",0,0,0,0,0,0,0,0
"ENSG00000177733",1649,2697,1909,1775,2692,2346,2510,2248
"ENSG00000293261",0,0,0,0,0,0,0,0
"ENSG00000082068",145,210,154,184,196,155,178,166
"ENSG00000249071",0,0,0,0,0,0,0,0
"ENSG00000248234",0,0,0,0,0,0,0,0
"ENSG00000206743",0,0,0,2,0,0,0,0
"ENSG00000168621",21,36,39,28,1,3,2,4
"ENSG00000276332",0,0,0,0,0,0,0,0
"ENSG00000248730",0,0,0,0,0,0,0,0
"ENSG00000113569",346,590,409,348,577,407,493,387
"ENSG00000250455",0,0,0,0,0,0,0,0
"ENSG00000248216",0,0,0,0,0,0,0,0
"ENSG00000222743",0,0,0,1,0,0,2,1
"ENSG00000249737",1,0,1,0,0,1,0,0
"ENSG00000253093",0,0,0,1,0,0,0,0
"ENSG00000243538",0,0,0,0,0,0,0,0
"ENSG00000213430",95,89,78,86,49,74,88,39
"ENSG00000285042",0,0,0,0,0,0,0,0
"ENSG00000260761",0,0,2,0,0,0,0,0
"ENSG00000279671",0,0,0,0,0,0,0,0
"ENSG00000279531",0,0,0,0,0,0,0,0
"ENSG00000241668",0,0,0,0,0,0,0,0
"ENSG00000253940",0,0,0,0,0,0,0,0
"ENSG00000113361",4362,6797,5250,4267,194,132,134,80
"ENSG00000250482",0,0,0,0,0,0,0,0
"ENSG00000039560",1595,2282,1965,1863,207,158,225,178
"ENSG00000113494",26,36,22,20,6,2,2,0
"ENSG00000251478",0,0,0,0,0,0,0,0
"ENSG00000083720",619,868,648,688,840,671,761,579
"ENSG00000240281",0,0,0,0,0,0,0,0
"ENSG00000205765",519,851,615,581,724,571,599,434
"ENSG00000151876",7,9,4,2,5,4,11,1
"ENSG00000239694",0,0,0,0,0,0,0,0
"ENSG00000199487",0,0,0,0,0,0,0,0
"ENSG00000249266",0,0,0,0,0,0,0,0
"ENSG00000272234",0,0,0,0,0,0,0,0
"ENSG00000270513",0,0,0,0,0,0,0,0
"ENSG00000198865",0,2,0,1,2,2,3,0
"ENSG00000177453",38,43,38,44,40,35,46,44
"ENSG00000287486",0,0,0,0,0,0,0,0
"ENSG00000153395",1403,1969,1566,1483,1364,1181,1176,1054
"ENSG00000244945",4,4,3,4,3,4,4,6
"ENSG00000176788",3779,5033,3721,3740,4956,4852,5180,4938
"ENSG00000271892",1,3,3,3,5,4,5,4
"ENSG00000206814",0,0,0,0,0,0,0,0
"ENSG00000251990",0,1,0,0,0,1,0,0
"ENSG00000250816",0,0,0,0,0,1,0,1
"ENSG00000252908",0,0,1,0,2,1,0,0
"ENSG00000185296",0,0,0,0,0,0,0,0
"ENSG00000201715",0,0,0,0,0,0,0,0
"ENSG00000293060",0,0,0,1,0,0,0,0
"ENSG00000223361",0,0,0,0,0,0,0,0
"ENSG00000248126",0,0,0,0,0,0,0,0
"ENSG00000188002",0,0,0,0,0,0,0,0
"ENSG00000263746",0,0,0,0,0,0,0,0
"ENSG00000260066",0,0,0,0,0,0,0,0
"ENSG00000112972",3040,4251,2936,3392,7635,5089,5531,4075
"ENSG00000261604",0,0,0,0,0,0,0,0
"ENSG00000188850",0,0,0,0,0,0,0,0
"ENSG00000151882",1,0,0,0,0,0,0,0
"ENSG00000151881",35,107,60,90,42,37,33,23
"ENSG00000172244",6,15,10,6,5,4,7,8
"ENSG00000249855",1,3,3,4,2,2,2,3
"ENSG00000172239",862,1197,794,943,941,810,923,740
"ENSG00000279557",2,1,0,1,1,1,1,2
"ENSG00000249286",0,4,1,3,1,0,1,5
"ENSG00000112992",730,1125,770,840,878,900,949,760
"ENSG00000224993",0,0,0,0,1,0,0,0
"ENSG00000249405",0,0,0,0,0,0,0,0
"ENSG00000270830",0,0,0,0,0,0,0,0
"ENSG00000251601",0,0,0,0,0,0,0,0
"ENSG00000280187",10,17,16,11,12,6,15,8
"ENSG00000170584",155,199,148,184,150,101,112,76
"ENSG00000251018",0,0,0,0,0,0,0,0
"ENSG00000248393",0,0,0,0,0,0,0,0
"ENSG00000248870",0,0,0,0,0,0,0,0
"ENSG00000249100",0,0,0,0,0,0,0,0
"ENSG00000240411",0,0,0,0,0,0,0,0
"ENSG00000248105",0,0,0,0,0,0,0,0
"ENSG00000283359",0,0,0,0,0,0,0,0
"ENSG00000249857",0,0,0,0,0,0,0,0
"ENSG00000248400",0,0,0,0,0,0,0,0
"ENSG00000271862",4,19,10,10,4,8,12,8
"ENSG00000174695",1842,2499,2142,2234,2180,1913,2086,1585
"ENSG00000238835",0,0,0,0,0,0,0,0
"ENSG00000249169",0,0,0,0,0,0,0,0
"ENSG00000248950",0,0,0,0,0,0,0,0
"ENSG00000249958",0,0,0,0,0,0,0,0
"ENSG00000289337",0,0,0,0,0,0,0,0
"ENSG00000249180",0,0,0,0,0,0,0,0
"ENSG00000248734",0,1,3,2,0,1,0,0
"ENSG00000272109",0,0,1,0,1,0,1,0
"ENSG00000293684",0,0,0,0,0,0,0,0
"ENSG00000248236",0,0,0,0,0,0,0,0
"ENSG00000248928",0,0,0,0,0,0,0,0
"ENSG00000239808",0,0,0,0,0,0,0,0
"ENSG00000278958",0,0,0,0,0,0,0,0
"ENSG00000253776",0,0,0,0,0,0,0,0
"ENSG00000252881",0,0,0,0,0,0,0,0
"ENSG00000232159",0,0,0,0,0,0,0,0
"ENSG00000249112",0,0,0,0,0,0,0,3
"ENSG00000248443",0,0,0,0,0,0,0,0
"ENSG00000250194",0,0,0,0,0,0,0,0
"ENSG00000250721",0,0,0,0,0,0,0,0
"ENSG00000222107",0,0,0,0,0,0,0,0
"ENSG00000250402",0,2,0,0,0,0,0,0
"ENSG00000277619",0,0,0,0,0,0,0,0
"ENSG00000270021",11,11,8,6,13,13,12,8
"ENSG00000171617",1906,2657,2378,2249,1592,942,1259,976
"ENSG00000049860",339,359,393,341,176,130,152,112
"ENSG00000164347",223,315,240,296,194,161,211,148
"ENSG00000271714",6,16,7,7,24,15,10,13
"ENSG00000289639",0,2,1,4,4,2,3,0
"ENSG00000248351",0,0,0,0,0,0,0,0
"ENSG00000213568",0,0,0,0,0,0,0,0
"ENSG00000248616",0,0,0,1,0,0,0,1
"ENSG00000222285",0,0,0,0,0,0,1,0
"ENSG00000200756",0,0,0,0,0,0,0,0
"ENSG00000251387",2,1,0,1,0,0,0,0
"ENSG00000146005",731,1012,660,667,1264,1155,1236,1054
"ENSG00000250692",0,0,0,0,0,0,1,1
"ENSG00000171421",153,185,160,160,152,132,180,149
"ENSG00000145494",299,375,305,294,354,346,432,425
"ENSG00000279222",0,0,0,0,0,0,0,0
"ENSG00000113430",3,2,3,3,359,349,294,279
"ENSG00000249326",0,0,0,0,3,1,3,1
"ENSG00000288108",0,0,0,0,0,0,0,0
"ENSG00000279028",1,0,0,0,0,2,0,1
"ENSG00000272154",6,3,5,2,7,9,8,8
"ENSG00000278936",0,0,0,0,0,0,0,0
"ENSG00000279047",3,1,1,2,1,0,0,1
"ENSG00000288892",0,0,0,0,0,0,0,0
"ENSG00000280026",0,0,0,0,0,0,0,0
"ENSG00000293454",0,0,0,0,0,0,0,0
"ENSG00000279855",0,0,0,0,0,0,0,0
"ENSG00000246422",1,0,0,0,1,2,0,0
"ENSG00000271795",3,3,1,2,5,8,2,6
"ENSG00000086570",20,29,28,13,21,21,14,16
"ENSG00000249031",10,7,3,7,7,7,13,11
"ENSG00000248929",0,0,0,0,0,0,0,0
"ENSG00000120149",16,17,11,10,2,0,0,0
"ENSG00000266890",0,0,0,0,0,0,0,0
"ENSG00000249403",0,0,0,0,0,0,0,0
"ENSG00000113575",248,349,261,260,420,318,382,286
"ENSG00000248559",6,9,7,10,13,11,16,10
"ENSG00000132842",446,679,491,530,144,110,145,124
"ENSG00000248968",0,0,0,0,0,0,1,0
"ENSG00000271980",3,0,0,1,0,0,1,0
"ENSG00000145491",18,23,19,18,7,4,9,6
"ENSG00000280017",0,0,0,0,0,0,0,0
"ENSG00000279450",0,0,0,0,0,0,0,0
"ENSG00000171992",207,284,254,161,52,80,79,78
"ENSG00000253852",0,0,0,0,0,0,0,0
"ENSG00000286657",0,0,0,0,1,0,1,0
"ENSG00000164591",2,5,10,5,6,13,6,7
"ENSG00000086589",402,609,414,428,703,544,621,428
"ENSG00000132912",1034,1625,1214,1305,1622,1277,1409,1027
"ENSG00000256235",53,63,73,68,20,31,30,44
"ENSG00000237693",1,3,3,2,4,3,4,3
"ENSG00000145908",328,430,381,383,821,623,699,518
"ENSG00000248477",0,0,0,0,0,0,0,0
"ENSG00000250138",0,3,3,0,1,3,1,4
"ENSG00000253203",0,0,0,0,0,0,0,0
"ENSG00000248769",0,0,0,0,0,0,0,0
"ENSG00000251158",0,0,0,0,0,0,0,0
"ENSG00000205572",11,25,18,24,38,26,15,20
"ENSG00000293691",0,0,0,0,0,0,0,0
"ENSG00000293689",1,2,1,1,0,2,1,0
"ENSG00000215158",0,0,0,0,0,0,0,0
"ENSG00000215156",3,2,1,0,5,1,6,2
"ENSG00000183666",0,0,0,0,0,0,0,0
"ENSG00000233974",0,1,1,0,4,2,0,1
"ENSG00000272130",0,0,1,1,0,1,0,1
"ENSG00000273957",0,0,0,0,0,1,0,0
"ENSG00000174132",40,54,51,55,23,32,52,18
"ENSG00000249444",0,0,0,0,0,0,0,0
"ENSG00000206356",0,0,0,0,0,0,0,0
"ENSG00000248586",0,0,0,0,0,0,0,0
"ENSG00000250308",0,0,0,0,0,0,0,0
"ENSG00000169067",0,1,0,0,0,0,0,0
"ENSG00000249436",0,0,0,0,0,0,0,0
"ENSG00000293693",0,0,0,0,0,0,0,1
"ENSG00000287709",0,0,0,0,0,0,0,0
"ENSG00000249198",0,0,0,0,0,0,0,0
"ENSG00000120318",21,38,32,17,35,21,22,23
"ENSG00000278925",2,0,1,0,1,3,5,2
"ENSG00000156453",419,633,438,388,1119,792,815,853
"ENSG00000212561",0,0,0,0,0,0,0,0
"ENSG00000070193",7,21,12,19,4,11,8,9
"ENSG00000248464",0,0,0,0,0,0,0,0
"ENSG00000263556",0,0,0,0,0,0,0,0
"ENSG00000248779",0,0,0,1,1,0,1,0
"ENSG00000112996",208,408,248,254,348,275,348,257
"ENSG00000272335",57,73,59,40,112,101,94,86
"ENSG00000286254",0,0,1,0,0,0,0,0
"ENSG00000237611",0,0,0,0,0,0,0,0
"ENSG00000285689",0,0,0,0,0,0,0,0
"ENSG00000248775",0,0,0,0,0,0,0,0
"ENSG00000251250",0,0,0,0,0,0,0,0
"ENSG00000205976",0,0,0,0,0,0,0,0
"ENSG00000293711",0,0,0,0,0,0,0,0
"ENSG00000248222",1,1,1,1,0,0,1,1
"ENSG00000293723",0,0,0,0,0,0,0,0
"ENSG00000287814",1,0,0,0,0,0,2,1
"ENSG00000293465",7,14,16,11,15,28,21,16
"ENSG00000254186",1,0,2,0,1,0,1,0
"ENSG00000293806",0,0,0,0,0,0,0,0
"ENSG00000293808",0,0,0,1,2,3,2,1
"ENSG00000293830",0,0,0,0,0,0,0,0
"ENSG00000254363",1,0,1,2,0,0,1,0
"ENSG00000293861",0,0,0,0,0,0,0,0
"ENSG00000293862",0,0,0,0,0,0,0,0
"ENSG00000293863",0,0,0,0,0,0,0,0
"ENSG00000293866",0,0,0,0,0,0,0,1
"ENSG00000253628",0,0,0,0,0,0,0,0
"ENSG00000293871",0,0,0,0,0,0,0,0
"ENSG00000245146",1,2,2,1,1,0,4,2
"ENSG00000293883",0,0,0,0,0,0,0,0
"ENSG00000249042",4,13,10,20,16,8,15,14
"ENSG00000293900",0,0,0,0,2,0,0,0
"ENSG00000293902",3,1,0,0,0,0,0,1
"ENSG00000291102",144,184,133,147,227,249,256,161
"ENSG00000251538",0,0,0,0,0,0,0,0
"ENSG00000293921",0,0,0,0,0,0,0,0
"ENSG00000227908",4,2,1,4,3,4,2,2
"ENSG00000293943",0,0,0,0,0,0,1,1
"ENSG00000293950",0,0,0,0,0,0,0,0
"ENSG00000248677",9,1,1,3,2,1,0,2
"ENSG00000293971",0,0,0,0,0,0,0,0
"ENSG00000293981",3,0,1,0,0,0,0,0
"ENSG00000249782",0,0,0,0,0,0,0,0
"ENSG00000251027",1,0,0,0,0,0,2,0
"ENSG00000294005",0,0,0,0,0,0,0,0
"ENSG00000249035",0,1,0,0,1,0,1,0
"ENSG00000249787",0,1,0,0,0,0,0,0
"ENSG00000294063",0,0,1,1,0,0,0,0
"ENSG00000294073",0,0,0,0,0,0,0,0
"ENSG00000289317",1,6,3,2,11,3,5,5
"ENSG00000294076",0,0,0,0,0,0,0,0
"ENSG00000294080",0,0,0,0,0,0,0,0
"ENSG00000294092",0,0,0,0,1,0,0,0
"ENSG00000294093",0,0,0,0,0,1,2,0
"ENSG00000294107",0,0,0,0,0,0,0,0
"ENSG00000250328",4,3,1,2,6,8,4,3
"ENSG00000247516",32,50,38,30,4,0,1,3
"ENSG00000294118",2,4,4,1,0,1,1,2
"ENSG00000294119",0,0,0,0,0,0,0,0
"ENSG00000249621",0,1,0,1,0,0,0,0
"ENSG00000294124",0,0,0,0,0,0,0,0
"ENSG00000294127",0,0,0,0,1,2,1,2
"ENSG00000294143",0,0,0,0,0,0,0,0
"ENSG00000294144",0,0,0,0,0,0,0,1
"ENSG00000294182",0,0,0,1,0,1,0,1
"ENSG00000294192",3,0,1,0,0,0,0,0
"ENSG00000294241",0,0,0,0,0,0,0,0
"ENSG00000271119",2,2,3,2,2,4,6,2
"ENSG00000293586",0,0,0,0,0,0,0,0
"ENSG00000294311",0,0,0,0,0,0,0,0
"ENSG00000294317",0,0,0,0,0,0,0,0
"ENSG00000286274",0,0,0,0,0,0,0,0
"ENSG00000249421",0,2,1,2,1,2,0,3
"ENSG00000294369",0,0,0,0,0,0,0,0
"ENSG00000294384",0,0,0,0,0,0,0,0
"ENSG00000294393",0,0,0,0,0,0,0,0
"ENSG00000294421",1,0,0,0,0,0,0,2
"ENSG00000294439",0,0,0,0,0,0,1,0
"ENSG00000294441",0,0,0,0,0,0,0,1
"ENSG00000287148",0,0,0,0,0,0,0,0
"ENSG00000294471",0,0,0,0,0,0,0,0
"ENSG00000294473",0,0,0,0,0,1,0,0
"ENSG00000294487",0,0,0,0,0,0,0,0
"ENSG00000294488",0,0,0,0,0,0,0,0
"ENSG00000294509",0,0,0,0,0,0,0,0
"ENSG00000294521",0,0,0,0,0,0,0,0
"ENSG00000294529",0,0,0,0,0,0,0,0
"ENSG00000294562",0,0,0,0,0,0,0,2
"ENSG00000294576",0,0,0,0,0,0,0,0
"ENSG00000294589",0,0,0,0,0,0,0,0
"ENSG00000294596",0,0,0,0,0,0,0,0
"ENSG00000294604",0,0,0,0,0,0,0,0
"ENSG00000294630",0,0,0,1,0,0,0,0
"ENSG00000294673",0,0,0,0,0,0,0,0
"ENSG00000294678",0,0,0,0,0,0,0,0
"ENSG00000294693",0,0,0,0,0,0,0,0
"ENSG00000294701",0,0,0,0,0,0,0,0
"ENSG00000287203",0,0,0,0,0,0,0,0
"ENSG00000286753",9,9,15,11,10,3,9,8
"ENSG00000251365",2,4,2,3,1,7,6,3
"ENSG00000294775",0,0,0,0,0,0,0,0
"ENSG00000294836",1,2,3,2,4,5,4,5
"ENSG00000294859",0,0,0,0,0,0,0,0
"ENSG00000294864",0,0,0,0,0,0,0,0
"ENSG00000288799",1,0,0,0,4,0,0,1
"ENSG00000248605",0,0,0,1,0,0,0,1
"ENSG00000294887",0,0,0,0,0,0,1,0
"ENSG00000294891",0,0,0,0,0,0,0,0
"ENSG00000251273",4,3,0,0,0,0,1,0
"ENSG00000249109",0,0,0,0,0,0,0,0
"ENSG00000280029",0,0,3,2,0,1,1,2
"ENSG00000245662",3,10,9,7,1,1,3,0
"ENSG00000294929",0,0,0,0,0,0,0,0
"ENSG00000288095",11,9,12,7,23,19,25,18
"ENSG00000294952",0,0,0,0,0,0,0,0
"ENSG00000294958",0,0,1,0,0,0,0,0
"ENSG00000289267",1,4,0,0,0,0,2,1
"ENSG00000294972",0,0,0,0,0,0,0,0
"ENSG00000294973",0,0,0,0,0,0,0,0
"ENSG00000294975",0,0,0,0,0,0,0,0
"ENSG00000295029",0,0,0,0,0,0,0,0
"ENSG00000295057",0,0,2,0,0,0,0,0
"ENSG00000295076",0,0,3,1,0,0,0,0
"ENSG00000289478",0,0,0,0,0,2,1,0
"ENSG00000295093",0,0,0,0,0,0,0,0
"ENSG00000295134",0,0,0,0,0,0,2,0
"ENSG00000295146",0,1,0,0,0,0,0,0
"ENSG00000295164",0,0,0,0,0,0,0,0
"ENSG00000250159",8,3,5,5,8,10,13,7
"ENSG00000248757",0,0,0,0,0,0,0,0
"ENSG00000295198",0,0,0,0,0,0,0,0
"ENSG00000293504",0,0,0,0,0,0,0,0
"ENSG00000295218",0,0,0,0,0,0,0,1
"ENSG00000295236",0,1,1,0,0,0,0,0
"ENSG00000295238",0,0,0,0,0,0,0,0
"ENSG00000295261",0,0,0,0,0,0,0,1
"ENSG00000251076",1,0,0,0,1,0,1,0
"ENSG00000295272",0,0,0,0,0,0,0,0
"ENSG00000295276",0,0,0,0,0,0,0,0
"ENSG00000295283",0,0,0,0,0,0,0,0
"ENSG00000295289",0,0,0,0,0,0,0,0
"ENSG00000295300",0,0,0,0,0,0,0,0
"ENSG00000295307",0,0,0,0,0,0,0,0
"ENSG00000295318",0,1,0,0,0,0,0,0
"ENSG00000295323",0,0,0,0,0,0,0,0
"ENSG00000279232",0,0,0,0,4,0,2,0
"ENSG00000295330",0,0,0,0,0,0,0,0
"ENSG00000279375",6,3,6,4,12,8,7,8
"ENSG00000295348",0,1,1,0,2,0,3,0
"ENSG00000295352",1,0,0,0,0,0,1,1
"ENSG00000295356",0,0,0,0,0,0,0,0
"ENSG00000226272",0,0,0,0,0,0,0,0
"ENSG00000295399",0,0,0,0,0,0,0,0
"ENSG00000295400",0,0,0,0,0,0,0,0
"ENSG00000248323",20,31,15,16,3,1,3,1
"ENSG00000295438",0,0,0,0,0,0,0,0
"ENSG00000295462",0,0,0,0,0,0,0,0
"ENSG00000295472",0,0,0,0,0,0,0,0
"ENSG00000295481",0,0,0,0,0,0,0,0
"ENSG00000246334",27,37,27,18,42,33,35,24
"ENSG00000286638",0,0,0,2,0,0,0,2
"ENSG00000295516",1,4,0,3,2,3,2,3
"ENSG00000234292",1,1,0,0,0,0,0,0
"ENSG00000295530",1,0,0,0,0,1,0,0
"ENSG00000286193",4,7,3,0,1,1,1,3
"ENSG00000288035",7,17,6,7,17,7,20,19
"ENSG00000295579",1,0,3,0,0,0,2,2
"ENSG00000247679",75,87,78,55,92,97,102,82
"ENSG00000251026",1,2,2,2,1,1,0,2
"ENSG00000295603",0,0,0,0,0,0,0,0
"ENSG00000295615",0,0,1,0,0,1,0,0
"ENSG00000295663",0,0,0,0,0,0,0,0
"ENSG00000295696",0,0,0,0,0,0,0,0
"ENSG00000295698",0,1,0,0,0,0,0,0
"ENSG00000250802",38,52,39,48,42,26,25,21
"ENSG00000233847",0,0,0,0,0,0,0,0
"ENSG00000295720",0,1,0,0,0,0,0,1
"ENSG00000253428",0,0,0,0,0,0,1,0
"ENSG00000289839",0,3,2,0,1,2,3,1
"ENSG00000253686",1,4,3,1,1,2,2,1
"ENSG00000287003",0,0,0,0,0,0,0,0
"ENSG00000295746",1,2,1,1,3,1,0,1
"ENSG00000286736",0,0,0,0,0,1,3,0
"ENSG00000295760",0,0,0,0,0,0,0,0
"ENSG00000295770",0,0,0,0,0,0,0,0
"ENSG00000295775",0,0,0,0,1,0,0,0
"ENSG00000254211",0,0,0,0,0,0,0,0
"ENSG00000249639",0,0,0,0,0,0,0,0
"ENSG00000295805",0,0,0,0,0,0,0,0
"ENSG00000295807",0,1,1,0,0,0,0,0
"ENSG00000286350",0,0,0,0,0,0,0,0
"ENSG00000295848",0,0,0,0,0,0,0,0
"ENSG00000250509",0,0,0,0,0,0,0,0
"ENSG00000295870",0,0,0,0,0,0,0,0
"ENSG00000295885",0,0,0,0,0,0,0,0
"ENSG00000253295",0,0,0,0,0,2,0,1
"ENSG00000237714",5,1,2,4,0,0,3,0
"ENSG00000295918",0,0,0,0,0,0,0,0
"ENSG00000295929",0,0,0,0,0,0,0,0
"ENSG00000295935",0,0,0,0,0,0,0,0
"ENSG00000272324",0,1,0,0,1,1,0,2
"ENSG00000295975",0,0,0,0,0,1,0,0
"ENSG00000288549",1,0,0,0,1,2,2,2
"ENSG00000250529",0,0,0,0,0,0,0,0
"ENSG00000296077",0,0,0,0,0,0,0,0
"ENSG00000296089",0,0,0,0,0,0,0,0
"ENSG00000296090",0,0,0,0,0,0,0,0
"ENSG00000289196",0,1,1,1,0,1,0,3
"ENSG00000250891",0,0,0,0,0,0,1,1
"ENSG00000285831",0,0,0,0,0,0,0,0
"ENSG00000250949",0,0,0,0,0,0,0,0
"ENSG00000296119",0,0,0,0,0,0,0,0
"ENSG00000296124",0,0,0,0,0,0,0,0
"ENSG00000296127",0,0,0,0,0,0,0,0
"ENSG00000296143",0,0,0,0,0,0,0,0
"ENSG00000289060",0,0,0,0,0,0,0,0
"ENSG00000248969",0,0,0,0,0,0,0,0
"ENSG00000286543",1,1,3,0,0,1,1,1
"ENSG00000296166",0,0,0,0,0,0,0,0
"ENSG00000296168",0,0,0,0,0,1,0,0
"ENSG00000289493",0,0,0,0,0,0,0,0
"ENSG00000296200",0,0,0,0,0,0,0,0
"ENSG00000296261",0,0,0,0,0,0,0,0
"ENSG00000296313",0,0,0,0,0,0,0,0
"ENSG00000296327",0,0,0,0,0,0,0,0
"ENSG00000251616",0,0,0,0,0,0,0,0
"ENSG00000251033",0,0,0,0,0,0,0,0
"ENSG00000296380",1,0,0,1,0,1,0,0
